English Word,Arabic Translation (Google Translate),Basque Translation (Google Translate),Bengali Translation (Google Translate),Catalan Translation (Google Translate),Chinese (simplified) Translation (Google Translate),Chinese (traditional) Translation (Google Translate),Dutch Translation (Google Translate),Finnish Translation (Google Translate),French Translation (Google Translate),German Translation (Google Translate),Hindi Translation (Google Translate),Italian Translation (Google Translate),Japanese Translation (Google Translate),Marathi Translation (Google Translate),Persian Translation (Google Translate),Portuguese Translation (Google Translate),Romanian Translation (Google Translate),Russian Translation (Google Translate),Spanish Translation (Google Translate),Tamil Translation (Google Translate),Telugu Translation (Google Translate),Urdu Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
durability,متانة,iraunkortasuna,স্থায়িত্ব,durabilitat,耐久力,耐久力,duurzaamheid,kestävyys,durabilité,Haltbarkeit,सहनशीलता,durevolezza,耐久性,टिकाऊपणा,دوام,durabilidade,durabilitate,долговечность,durabilidad,ஆயுள்,మన్నిక,استحکام,1,0,0,0,0,0,0,0,0,1
durable,متحمل,iraunkorrak,টেকসই,durable,耐用,耐用,duurzaam,kestävä,durable,langlebig,टिकाऊ,durevole,耐久性のあります,टिकाऊ,با دوام,durável,durabil,прочный,durable,நீடித்த,మన్నికైన,پائیدار,1,0,0,0,0,0,0,0,0,1
duration,مدة,iraupena,স্থিতিকাল,durada,长短,長短,duur,kesto,durée,Dauer,अवधि,durata,デュレーション,कालावधी,مدت زمان,duração,durată,продолжительность,duración,கால,వ్యవధి,دورانیہ,0,0,0,0,0,0,0,0,0,0
duress,إكراه,duress,কয়েদ,coacció,胁迫,脅迫,dwang,pakko,contrainte,Zwang,अवरोध,costrizione,強要,बळजबरीने डांबून ठेवणे,اجبار,coação,violență,принуждение,coacción,வற்புறுத்தலின்,శాసించడం,دباؤ,0,1,1,0,1,1,0,1,0,0
dusk,الغسق,Ilunabarrean,কালচে,vespre,黄昏,黃昏,schemering,hämärä,crépuscule,Abenddämmerung,गोधूलि बेला,crepuscolo,夕暮れ,तिन्हीसांजा,هوای گرگ و میش,crepúsculo,amurg,сумерки,anochecer,அந்தி,సంధ్యా,شام,0,0,0,0,0,0,0,0,0,0
dusky,مكفهر,itzaltsuagoak,বিষণ্ণ,fosc,暗,暗,schemerig,hämärä,sombre,dämmerig,काला,tetro,薄暗いです,काळसर रंगाचा,تاریک,escuro,sumbru,сумеречный,oscuro,மங்கலான,సంధ్యవేళ,کالا,0,0,0,0,0,0,0,0,0,0
dust,غبار,hautsa,ধূলিকণা,pols,尘,塵,stof,pöly,poussière,Staub,धूल,polvere,ほこり,धूळ,گرد و خاک,poeira,praf,пыли,polvo,தூசி,దుమ్ము,دھول,0,1,0,0,0,0,0,0,0,0
duster,خرقة,hautseztagailua,ঝাড়ন,plomall,掸,撣,stofdoek,siivoustakki,chiffon à poussière,Staubtuch,झाड़न,spolverino,ダスター,धुरळा झटकण्याचे फडके,گردگیر,espanador,aspirator de praf,пыльник,plumero,தூசி தட்டும் துணி,డస్టర్,جھاڑن,0,0,0,0,0,0,0,0,0,0
dusty,مغبر,hautsez betetako,ধূলিমলিন,polsegós,尘土飞扬,塵土飛揚,stoffig,pölyinen,poussiéreux,staubig,धूसर,polveroso,ほこりっぽい​​です,धुळीने माखलेला,گرد و خاکی,empoeirado,prăfuit,пыльный,polvoriento,தூசி நிறைந்த,మురికి,گرد آلود,0,0,0,0,0,0,0,0,0,0
dutiful,مطيع,esangina,কর্তব্যনিষ্ঠ,obedient,忠实的,忠實的,plichtmatig,velvollisuudentuntoinen,dévoué,pflichtbewusst,कर्तव्यपरायण,rispettoso,従順な,कर्तव्यतत्पर,وظیفه شناس,obediente,cuminte,покорный,obediente,பணிவான,విధేయ,کرتویجرین,1,0,0,1,0,0,0,0,0,1
dwarf,قزم,Nano,বামন,nan,侏儒,侏儒,dwerg,kääpiö,nain,Zwerg,बौना,nano,ドワーフ,बटू,کوتوله,anão,pitic,карлик,enano,குள்ள,మరగుజ్జు,بونے,0,0,0,0,0,0,0,0,0,0
dwarfed,تتضاءل,nanoak,dwarfed,empetitit,所绘,所繪,verkleind,kääpiöityjen,naines,Schatten gestellt,dwarfed,dwarfed,矮小,dwarfed,به مراتب بیشتر,anão,dwarfed,карликовыми,empequeñecido,ஒப்பிடும்போது மிக மிகக் குறைவு,మరుగుజ్జుల్లాగే,سے dwarfed,0,1,0,0,0,1,0,1,0,0
dwell,كمن,dwell,বাস করা,habitar,住,住,wonen,asua,habiter,wohnen,ध्यान केन्द्रित करना,abitare,ドエル,राहातील,ساکن شدن,habitar,locui,жить,morar,தங்குவார்கள்,నివసించు,رہتے,0,0,0,0,0,0,0,0,0,0
dweller,ساكن,dweller,অধিষ্ঠাতা,habitant,居住者,居住者,bewoner,asukas,habitant,Bewohner,निवासी,abitante,住人,राहतोस,مقیم,morador,locuitor,житель,habitante,வாசிகளிடம்,నివసించువాడు,رہنے والا,0,0,0,0,0,0,0,0,0,0
dwelling,سكن,etxebizitza,বাস,habitatge,住宅,住宅,woning,asunto,habitation,Wohnung,आवास,abitazione,住居,घर,مسکن,habitação,locuință,жилище,vivienda,குடியிருந்த,నివాసస్థలం,مکان,0,0,0,0,0,0,0,0,0,0
dye,صبغ,koloratzaile,ছোপ,tint,染料,染料,verfstof,väriaine,colorant,Farbstoff,रंग,tintura,染料,रंग,رنگ,corante,colorant,краситель,tinte,சாய,రంగు,ڈائی,0,0,0,0,0,0,0,0,0,0
dying,وفاة,hiltzen,মৃতু্য,morint,垂死,垂死,stervende,kuoleva,mourant,sterbend,मौत,morente,瀕死,संपणारा,مرگ,morrendo,moarte,умирающий,moribundo,இறக்கும்,మరణిస్తున్న,مرتے ہوئے,0,1,1,0,1,1,0,1,0,0
dyke,سد,dike,আলি,dic,堤防,堤防,dijk,lesbo,digue,Deich,बांध,diga,ダイク,पाट,بند,sapatona,opritoare,дамба,dique,டைக்,డైక్,ڈائک,0,0,0,0,0,0,0,0,0,0
dynamic,ديناميكي,dinamikoa,প্রগতিশীল,dinàmica,动态,動態,dynamisch,dynaaminen,dynamique,dynamisch,गतिशील,dinamico,ダイナミック,डायनॅमिक,پویا,dinâmico,dinamic,динамический,dinámica,மாறும்,డైనమిక్,متحرک,0,0,0,0,0,0,0,0,1,0
dynamical,الديناميكية,dinamikoari,গতিশীলতার,dinàmic,动力,動力,dynamische,dynaaminen,dynamique,dynamische,dynamical,dinamico,力学,गतिशील,دینامیکی,dinâmico,dinamică,динамический,dinámico,இயக்கவியல்,గతి,dynamical,0,0,0,0,0,0,0,0,0,0
dynamics,دينامية,dinamika,গতিবিদ্যা,dinàmica,动力学,動力學,dynamica,dynamiikka,dynamique,Dynamik,गतिकी,dinamica,ダイナミクス,प्रेरक शक्ती,دینامیک,dinâmica,dinamică,динамика,dinámica,இயக்கவியல்,డైనమిక్స్,حرکیات,0,0,0,0,0,0,0,0,0,0
dynamite,ديناميت,dinamita,ডিনামাইট,dinamita,炸药,炸藥,dynamiet,dynamiitti,dynamite,Dynamit,बारूद,dinamite,ダイナマイト,विस्फोटक पदार्थ,دینامیت,dinamite,dinamită,динамит,dinamita,டைனமைட்,అత్యద్భుతంగా,بارود,0,0,0,0,0,0,0,0,0,0
dynasty,سلالة حاكمة,Dinastia,রাজবংশ,dinastia,王朝,王朝,dynastie,dynastia,dynastie,Dynastie,वंश,dinastia,王朝,राजवंश,سلسله,dinastia,dinastie,династия,dinastía,வம்சம்,రాజవంశం,راجونش,0,0,0,0,0,0,0,0,0,0
dysentery,زحار,Disenteria,অতিসার,disenteria,痢,痢,dysenterie,punatauti,dysenterie,Ruhr,पेचिश,dissenteria,赤痢,आमांश,اسهال خونی,disenteria,dizenterie,дизентерия,disentería,வயிற்றுக்கடுப்பு,విరేచనాలు,پیچش,0,1,0,0,1,0,0,1,0,0
dyspepsia,سوء الهضم,dispepsiaz,অগ্নিমান্দ্য,dispèpsia,消化不良,消化不良,indigestie,ruoansulatushäiriö,dyspepsie,Dyspepsie,अपच,dispepsia,消化不良,अपचन,سوء هاضمه,dispepsia,dispepsie,диспепсия,dispepsia,செரிமானமின்மை,అజీర్తి,dyspepsia کے,0,0,0,0,0,0,0,0,0,0
eager,حريص,irrikaz,আগ্রহী,ansiós,急于,急於,gretig,innokas,désireux,begierig,उत्सुक,desideroso,熱心な,उत्सुक,مشتاق,ansioso,dornic,нетерпеливый,ansioso,ஆர்வமாக,ఆసక్తి,مشتاق,1,0,0,1,0,0,1,0,1,1
eagerness,لهفة,eagerness,আগ্রহ,afany,热心,熱心,gretigheid,innokkuus,avidité,Eifer,उत्सुकता,impazienza,意欲,उत्कंठा,خواست,ânsia,nerăbdare,рвение,afán,ஆர்வத்தையும்,తహతహ,اتسکتا,1,0,0,1,0,0,1,0,0,1
eagle,نسر,arrano,গল,àguila,老鹰,老鷹,adelaar,kotka,aigle,Adler,ईगल,aquila,イーグル,गरुड,عقاب,águia,vultur,орел,águila,கழுகு,డేగ,عقاب,0,0,0,0,0,0,0,0,0,1
ear,إذن,belarria,কান,sentit,耳朵,耳朵,oor,korva,oreille,Ohr,कान,orecchio,耳,कान,گوش,orelha,ureche,ухо,oreja,காது,చెవి,کان,0,0,0,0,0,0,0,0,0,0
earl,الايرل لقب انكليزي,Earl,আর্ল,comte,伯爵,伯爵,graaf,jaarli,comte,Graf,राजा,conte,伯爵,वरच्या दर्जाचा इग्लिंश सरदार,کنت,conde,conte englez,граф,conde,ஏர்ல்,ఎర్ల్,ارل,1,0,0,0,0,0,0,0,0,0
earlier,في وقت سابق,lehenago,পূর্বে,més d'hora,前,前,vroeger,aikaisempi,plus tôt,vorhin,पूर्व,prima,前,पूर्वी,قبل از آن,mais cedo,mai devreme,ранее,más temprano,முந்தைய,ముందు,اس سے قبل,0,0,0,0,0,0,0,0,0,0
early,في وقت مبكر,hasieran,গোড়ার দিকে,d'hora,早,早,vroeg,varhainen,tôt,früh,जल्दी,presto,早いです,लवकर,اولیه,cedo,timpuriu,рано,temprano,ஆரம்ப,ప్రారంభ,ابتدائی,0,0,0,0,0,0,0,0,0,0
earn,كسب,irabazten,অর্জন করা,guanyar,赚,賺,verdienen,ansaita,gagner,verdienen,कमाना,guadagnare,獲得します,कमवा,کسب درآمد,ganhar,câștiga,зарабатывать,ganar,சம்பாதிக்க,సంపాదిస్తారు,کماتے ہیں,1,0,0,0,0,0,0,0,0,0
earnest,جدي,serio,আন্তরিক,seriós,认真,認真,ernstig,innokas,sérieux,ernst,बयाना,serio,本格的,गंभीर,جدی,sério,serios,серьезный,serio,ஊக்கமான,ధృఢసంకల్పమైన,بیانا,1,0,0,0,0,0,0,0,0,0
earnestly,بجد,sinetsarazi nahian,আন্তরিকভাবে,formalment,切实,切實,ernstig,hartaasti,sérieusement,ernsthaft,आग्रहपूर्वक,ardentemente,真剣に,कळकळीने,صادقانه,seriamente,serios,серьезно,formalmente,ஆர்வத்தோடும்,ధృఢంగా,سکوئر,1,0,0,0,0,0,0,0,0,0
earnestness,جدية,temati,ব্যগ্রতা,serietat,语重心长,語重心長,ernst,vakavuudella,sérieux,Ernst,ईमानदारी,serietà,熱心,कळकळ,جدیت,seriedade,seriozitate,Серьезность,seriedad,உள்ளார்வம்,ఆదారం,سکوئر,1,0,0,0,0,0,0,0,0,0
earnings,أرباح,irabaziak,উপার্জন,guanys,收益,收益,verdiensten,tulot,bénéfices,Ertrag,कमाई,guadagni,利益,कमाई,درامد,ganhos,câștig,заработок,ganancias,வருவாய்,ఆదాయాలు,کمائی,0,0,0,0,0,0,0,0,0,0
earring,حلق,areto,মাকড়ি,arete,耳环,耳環,oorbel,korvarengas,boucle d'oreille,Ohrring,बाली,orecchino,イヤリング,अंगठी,گوشواره,brinco,cercel,серьга,pendiente,தோடு,పోగులు,بالی,0,0,0,0,0,0,0,0,0,0
earshot,مدى السمع,xamar,শুনিতে পাইবার মত দূরত্ব,abast de l'oïda,听不到,聽不到,gehoor,kuulomatka,portée de voix,Rufweite,earshot के,portata d'orecchio,聞こえる範囲,कानाचा टप्पा,گوش رس,de perto,distanță de la care se poate auzi sunet,предел слышимости,alcance del oído,கூப்படு,శబ్ధం విన్పించేంత దూరం,earshot کے,0,0,0,0,0,0,0,0,0,0
earth,أرض,lurra,পৃথিবী,terra,土,土,aarde,maa,terre,Erde,पृथ्वी,terra,地球,पृथ्वी,زمین,terra,pământ,земля,tierra,பூமி,భూమి,زمین,0,0,0,0,0,0,0,0,0,0
earthenware,خزف,Buztinezko,মৃন্ময় পাত্র,pisa de fang,陶器,陶器,aardewerk,keramiikka,faïence,Töpferwaren,मिट्टी के बरतन,terracotta,土器,"मातीची भांडी,",سفال,barro,ceramică,фаянс,loza de barro,மண் பாண்டம்,మట్టితో,زمین وار,0,0,0,0,0,0,0,0,0,0
earthly,أرضي,earthly,পার্থিব,terrenal,俗世的,俗世的,aards,maallinen,terrestre,irdisch,संसारिक,terreno,この世の,पृथ्वीवरील,زمینی,terrestre,pământesc,земной,terrenal,பூமிக்குரிய,భూమిపై,زمینی,0,0,0,0,0,0,0,0,0,0
earthquake,زلزال,Lurrikararen,ভূমিকম্প,terratrèmol,地震,地震,aardbeving,maanjäristys,tremblement de terre,Erdbeben,भूकंप,terremoto,地震,भूकंप,زلزله,terremoto,cutremur,землетрясение,terremoto,நிலநடுக்கம்,భూకంపం,زلزلے,0,1,1,0,0,1,0,1,1,0
earthy,ترابي,earthy,জাগতিক,terrós,泥土的,泥土的,aardsgezind,maanläheinen,terreux,erdig,संसारिक,terroso,土の,earthy,خاکی,terroso,pământesc,землистый,terroso,மண்,భూసంబంధమైన,ناوس,0,0,0,0,0,0,0,0,0,0
ease,سهولة,erraztasuna,আরাম,facilitat,缓解,緩解,gemak,helppous,facilité,Leichtigkeit,आराम,alleviare,楽,कमी,سهولت,facilidade,ușura,легкость,facilidad,எளிதாக்க,సులభం,کو کم,1,0,0,0,0,0,0,0,0,0
easel,حامل لقماشة الرسام,astoaren,চিত্রফলক,cavallet,画架,畫架,schildersezel,maalausteline,chevalet,Staffelei,चित्रफलक,cavalletto,イーゼル,चित्र,سه پایه,cavalete,șevalet,мольберт,caballete,சாந்த,చిత్రం ఫ్రేము,چترفلک,0,0,0,0,0,0,0,0,0,0
easement,تخفيف,zorrik,আরাম,servitud,缓和,緩和,servituut,rasite,droit de passage,Erleichterung,दिलजमई,sollievo,地役権,वहिवाटिचा हक्क,راحت شدن از درد,servidão,servitute,сервитут,servidumbre,எளிமைப்படுத்தல்,అనుభోగహక్కుల,سھبوگ,1,0,0,0,0,0,0,0,0,0
easily,بسهولة,erraz,সহজে,fàcilment,容易,容易,gemakkelijk,helposti,facilement,leicht,आसानी से,facilmente,簡単に,सहज,به راحتی,facilmente,ușor,легко,fácilmente,எளிதாக,సులభంగా,آسانی,0,0,0,0,0,0,0,0,0,0
easy,سهل,erraza,সহজ,fàcil,易,易,makkelijk,helppo,facile,leicht,आसान,facile,簡単に,सोपे,ساده,fácil,ușor,легко,fácil,எளிதாக,సులభం,آسان,0,0,0,0,0,0,0,0,0,0
easygoing,عيشة رغيدة,easygoing,পানির মতো,de tracte fàcil,随和,隨和,makkelijk in de omgang,intohimoinen,facile à vivre,unbeschwerte,आरामपसंद,affabile,のんきな,शांत,بی قید,maleável,comod,с легким характером,de trato fácil,எளிதாகப் பழகும்,easygoing,اسانی سے,1,0,0,0,0,0,0,0,0,0
eat,أكل,jan,খাওয়া,menjar,吃,吃,eten,syödä,manger,essen,खाना,mangiare,食べます,खाणे,خوردن,comer,mânca,есть,comer,சாப்பிட,తినడానికి,کھاتے,1,0,0,0,0,0,0,0,0,0
eating,طعام,Jateko,আহার,menjant,吃,吃,het eten,syöminen,nourriture,Essen,भोजन,mangiare,食べること,खाणे,غذا خوردن,comendo,mâncare,еда,comida,உணவு,తినడం,کھانے کی,0,0,0,0,0,0,0,0,0,0
eavesdropping,التنصت,entzuketak,eavesdropping হয়,espionatge,窃听,竊聽,afluisteren,salakuuntelu,écoute,Lauschangriffe,निगाह रख,intercettazioni,盗聴,eavesdropping,استراق سمع,espionagem,interceptarea,подслушивание,espionaje,ஒட்டுக்கேட்டல்,చోరీ,eavesdropping کے,0,1,0,0,0,0,0,0,0,0
ebb,جزر,EBBko,ভাটা,reflux,落潮,落潮,eb,laskuvesi,reflux,Ebbe,भाटा,riflusso,引き潮,ओहोटी,جزر,vazante,declin,отлив,reflujo,வற்ற,ఎబ్,باٹا,0,0,0,0,0,0,0,0,0,0
ebony,خشب الأبنوس,Ebony,আবলুস,banús,乌木,烏木,ebbehout,eebenpuu,ébène,Ebenholz,आबनूस,ebano,黒檀,काळे लाकुड,درخت ابنوس,ébano,abanos,черное дерево,ébano,கருங்காலி,నల్లచేవమాను,آبنوس,0,0,0,0,0,0,0,0,0,0
eccentric,غريب الأطوار,eszentrikoen,অদ্ভুতস্বভাব,excèntric,偏心,偏心,excentriek,eksentrinen,excentrique,Exzenter,विलक्षण,eccentrico,エキセントリック,विक्षिप्त,غیر عادی,excêntrico,excentric,эксцентричный,excéntrico,விசித்திரமான,అసాధారణ,سنکی,0,0,0,0,0,0,0,0,0,0
eccentricity,شذوذ,eszentrikotasuna,ছিট,excentricitat,怪癖,怪癖,excentriciteit,eksentrisyys,excentricité,Exzentrizität,सनक,eccentricità,偏心,विलिप्तपणा,گریز از مرکز,excentricidade,excentricitate,эксцентриситет,excentricidad,மையப்பிறழ்ச்சிக்கும்,వైపరీత్యము,eccentricity کے,0,0,0,0,0,0,0,0,0,0
ecclesiastical,كنسي,eclesiasticos,যাজকীয়,eclesiàstic,教会,教會,kerkelijk,kirkollinen,ecclésiastique,kirchlich,गिरिजाघर,ecclesiastico,教会の,ecclesiastical,کلیسا,eclesiástico,bisericesc,церковный,eclesiástico,திருச்சபை,మతపరమైన,کلیسائی,0,0,0,0,0,0,0,0,0,0
echo,صدى,oihartzuna,প্রতিধ্বনি,ressò,回声,迴聲,echo,kaiku,écho,Echo,गूंज,eco,エコー,प्रतिध्वनी,پژواک,eco,ecou,эхо,eco,எதிரொலி,echo,ایکو,0,0,0,0,0,0,0,0,0,0
eclectic,انتقائي,eclectic,সারগ্রাহী,eclèctic,不拘一格,不拘一格,eclectisch,eklektinen,éclectique,eklektisch,उदार,eclettico,折衷主義の,निवडक,از هر جا گزیننده,eclético,eclectic,эклектический,ecléctico,பன்முகம்,పరిశీలనాత్మక,سمیت ہر,0,0,0,0,0,0,0,0,0,0
eclipse,كسوف,eklipse,অন্ধকার,eclipsar,日食,日食,eclips,pimennys,éclipser,Eklipse,ग्रहण,eclissi,日食,ग्रहण,تحت الشعاع قرار دادن,eclipse,eclipsa,затмение,eclipsar,சந்திர கிரகணம்,గ్రహణం,گرہن,0,0,0,0,0,0,0,0,0,0
ecliptic,مسير الشمس,ecliptic,গ্রহণসংক্রান্ত,eclíptica,黄道,黃道,ecliptica,ekliptika,écliptique,Ekliptik,क्रांतिवृत्त,eclittico,黄道,क्रांतीवृत्त,مربوط به خسوف و کسوف,eclíptica,ecliptic,эклиптика,eclíptica,சூரியன் செல்லும்,రవి మార్గం,سے ecliptic,0,0,0,0,0,0,0,0,0,0
economical,اقتصادي,ekonomikoa,লাভজনক,econòmic,经济,經濟,zuinig,taloudellinen,économique,wirtschaftlich,किफ़ायती,economico,安価な,आर्थिक,مقرون به صرفه,econômico,economic,экономичный,económico,பொருளாதார,ఆర్థిక,اقتصادی,0,0,0,0,0,0,0,0,0,0
economics,علم الاقتصاد,ekonomia,অর্থনীতি,ciències econòmiques,经济学,經濟學,economie,taloustiede,économie,Wirtschaft,अर्थशास्त्र,economia,経済学,अर्थशास्त्र,علم اقتصاد,economia,economie,экономика,ciencias económicas,பொருளாதாரம்,ఎకనామిక్స్,معاشیات,0,0,0,0,0,0,0,0,0,0
economy,اقتصاد,ekonomia,অর্থনীতি,economia,经济,經濟,economie,talous,économie,Wirtschaft,अर्थव्यवस्था,economia,経済,अर्थव्यवस्था,اقتصاد,economia,economie,экономика,economía,பொருளாதாரம்,ఆర్థిక,معیشت,0,0,0,0,0,0,0,0,0,1
ecstasy,نشوة,estasia,পরমানন্দ,èxtasi,狂喜,狂喜,extase,ekstaasi,extase,Ekstase,परमानंद,estasi,エクスタシー,ब्रह्मानंद,وجد,êxtase,extaz,экстаз,éxtasis,எக்ஸ்டஸி,పారవశ్యం,ایکسٹیسی,1,0,0,1,0,0,1,0,0,0
ecstatic,شاطح,ecstatic,ভাবাবেশকর,extàtic,欣喜若狂,欣喜若狂,extatisch,hurmioitunut,extasié,begeistert,उन्मादपूर्ण,estatico,恍惚としました,हर्षभरीत,نشئه شده,extático,extatic,экстатический,extático,களிப்பூட்டும்,ఎక్స్టాటిక్,خوش,1,0,0,1,0,0,1,0,1,0
ecumenical,مسكوني,ecumenical,জগদ্ব্যাপী,ecumènic,大公,大公,oecumenische,ekumeeninen,œcuménique,ökumenisch,दुनियावी,ecumenico,エキュメニカル,ecumenical,مربوط به سرتاسر جهان,ecumênico,ecumenic,экуменический,ecuménico,உட்படுத்திய,క్రైస్తవ సంబంధ,القوامی,0,0,0,0,0,0,0,0,0,0
eddy,دوامة,Eddy,ঘূর্ণিবায়ু,remolí,涡流,渦流,draaikolk,pyöriä,tourbillon,Wirbel,बवंडर,gorgo,渦,हवा,جریان مخالف,redemoinho,vârtej,Эдди,remolino,சுழல்,ఎడ్డీ,یڑی,0,0,0,0,0,0,0,0,0,0
edge,حافة,ertz,প্রান্ত,vora,边缘,邊緣,rand,reuna,bord,Rand,धार,bordo,エッジ,धार,لبه,borda,margine,край,borde,விளிம்பில்,అంచు,کنارے,0,0,0,0,0,0,0,0,0,0
edging,هدبة,Ertz,কিনারা,sanefa,边缘,邊緣,rand,reunus,bordure,Einfassung,किनारा,orlatura,エッジング,किनार,لبه,debrum,margine,окантовка,cenefa,கரை கட்டு,అంచుతో,کنارا,0,0,0,0,0,0,0,0,0,0
edible,الصالحة للأكل,jangarriei,ভোজ্য,comestible,食用,食用,eetbaar,syötävä,comestible,essbar,खाद्य,commestibile,食用,खाद्यतेल,خوراکی,comestível,comestibil,съедобный,comestible,சமையல்,తినదగిన,خوردنی,0,0,0,0,0,0,0,0,0,0
edict,مرسوم,ediktu,ফরমান,edicte,诏书,詔書,edict,käskykirja,décret,Edikt,अध्यादेश,editto,勅令,आदेश,حکم,édito,edict,указ,edicto,அரசாணை,శాసనం,فتوی,0,1,0,0,0,1,0,0,0,0
edification,تهذيب,edificationetan,শিক্ষাদীক্ষা,edificació,熏陶,熏陶,stichting,mielenylennys,édification,Erbauung,नसीहत,edificazione,啓発,मानसिक आणि नैतिक सुधारणा,عبرت,edificação,edificare,назидание,edificación,தெளியச்,నిష్ఠ,ترقی,1,0,0,1,0,0,1,0,0,1
edifice,صرح,eraikin,অট্টালিকা,edifici,大厦,大廈,bouwwerk,rakennelma,édifice,Gebäude,भवन,edificio,エディフィス,इमारत,عمارت,edifício,edificiu,здание,edificio,மாளிகையின்,కట్టడమును,عمارت,0,0,0,0,0,0,0,0,0,0
edit,تحرير,editatu,সম্পাদন করা,editar,编辑,編輯,uitgeven,muokata,éditer,bearbeiten,संपादित,modifica,編集,संपादित करा,ویرایش,editar,edita,редактировать,editar,தொகு,మార్చు,میں ترمیم کریں,0,0,0,0,0,0,0,0,0,0
edition,طبعة,edizioa,সংস্করণ,edició,版,版,editie,painos,édition,Ausgabe,संस्करण,edizione,エディション,संस्करण,چاپ,edição,ediție,издание,edición,பதிப்பு,ఎడిషన్,ایڈیشن,0,0,0,1,0,0,0,0,0,0
editor,محرر,editore,সম্পাদক,editor,编辑,編輯,editor,toimittaja,éditeur,Herausgeber,संपादक,editore,編集者,संपादक,ویرایشگر,editor,editor,редактор,editor,ஆசிரியர்,ఎడిటర్,ایڈیٹر,0,0,0,0,0,0,0,0,0,0
editorial,الافتتاحية,editorial,সম্পাদকীয়,editorial,社论,社論,hoofdartikel,pääkirjoitus,éditorial,Leitartikel,संपादकीय,editoriale,社説,संपादकीय,سرمقاله,editorial,editorial,редакционный,editorial,தலையங்கம்,సంపాదకీయం,ادارتی,0,0,0,0,0,0,0,0,0,0
educate,تعليم,hezteko,শিক্ষিত করা,educar,教育,教育,opvoeden,kouluttaa,éduquer,erziehen,शिक्षित,educare,教育します,शिक्षण,آموزش,educar,educa,воспитывать,educar,கல்வி,అవగాహన,تعلیم,1,0,0,0,0,0,0,0,0,0
educated,مثقف,hezi,শিক্ষিত,educat,博学,博學,ontwikkeld,sivistynyt,cultivé,gebildet,शिक्षित,educato,教育を受けました,सुशिक्षित,تحصیل کرده,educado,educat,образованный,educado,படித்த,చదువుకున్న,تعلیم,1,0,0,0,0,0,0,0,0,0
education,التعليم,hezkuntza,শিক্ষা,educació,教育,教育,onderwijs,koulutus,éducation,Bildung,शिक्षा,educazione,教育,शिक्षण,تحصیلات,educação,educație,образование,educación,கல்வி,విద్య,تعلیم,0,0,0,0,0,0,0,0,0,0
educational,تربوي,Hezkuntza-,শিক্ষাগত,educatiu,教育性,教育性,onderwijs,koulutus-,éducatif,pädagogisch,शैक्षिक,educativo,教育の,शैक्षणिक,آموزشی,educacional,de învățământ,образования,educativo,கல்வி,విద్యా,تعلیمی,1,0,0,0,0,0,0,0,0,1
eel,الجريث,eel,পাঁকাল,Anguila,鳗鱼,鰻魚,paling,ankerias,anguille,Aal,बाम मछली,Anguilla,ウナギ,सर्पाकृती मासा,مارماهی,enguia,Țipar,угорь,Anguila,விலாங்கு,ఈల్,ئل,0,0,0,0,0,1,0,0,0,0
effect,تأثير,Efektu,প্রভাব,efecte,效果,效果,effect,vaikutus,effet,Wirkung,प्रभाव,effetto,効果,परिणाम,اثر,efeito,efect,эффект,efecto,விளைவு,ప్రభావం,اثر,0,0,0,0,0,0,0,0,0,0
effective,فعال,eraginkorra,কার্যকর,eficaç,有效,有效,effectief,tehokas,efficace,Wirksam,प्रभावी,efficace,効果的な,प्रभावी,موثر,eficaz,eficace,эффективный,eficaz,பயனுள்ள,సమర్థవంతమైన,مؤثر,1,0,0,0,0,0,0,0,0,1
effects,الآثار,ondorioak,প্রভাব,efectes,效果,效果,effecten,tehosteet,effets,Auswirkungen,प्रभाव,Effetti,効果,प्रभाव,اثرات,efeito,efecte,эффекты,efectos,விளைவுகள்,ప్రభావాలు,اثرات,0,0,0,0,0,0,0,0,0,0
effectual,فعال,efficaciotacobat,সফল,eficaç,效果好,效果好,krachtig,tehokas,efficace,wirksam,अमोघ,efficace,効果的な,,موثر,eficaz,eficace,эффективный,eficaz,பயன்,సఫలమైన,اثر,0,0,0,0,0,0,0,0,0,0
effectually,فعال,effectually,সবার,eficaçment,有效地,有效地,krachtdadig,effectually,efficacement,wirksam,सफलता से,efficacemente,効果的に,,ثمربخش,eficazmente,efectiv,действенно,eficazmente,தெரிந்து,ప్రభావశీలంగా,مؤثر انداز,0,0,0,0,0,0,0,0,0,0
effectuate,عمل بالفعل,eraginkor,সম্পন্ন করা,efectuar,招致,招致,bewerkstelligen,panna toimeen,effectuer,bewirken,सिद्ध करना,effettuare,達成します,,انجام دادن,efetuar,efectua,приводить в исполнение,efectuar,செய்து முடி,effectuate,مکمل کرنا,0,0,0,0,0,0,0,0,0,0
effeminate,مخنث,effeminate,মেয়েলি,efeminat,柔弱,柔弱,verwijfd,naismainen,efféminé,weibisch,स्रैण,effeminato,女々しいです,,زن صفت,efeminado,afemeiat,женоподобный,afeminado,ஆண் தன்மை அற்ற,ఆడంగి,effeminate,0,1,0,0,0,0,0,0,0,0
